"actor_1_facebook_likes","actor_2_facebook_likes","actor_3_facebook_likes","cast_total_facebook_likes","director_facebook_likes","movie_facebook_likes"
166,134,104,609,548,531
637,346,271,1932,4,170
544,476,111,1150,103,365
11000,744,635,13391,335,0
559,269,94,1238,160,2000
3000,977,682,5987,0,17000
503,384,248,1862,149,16000
507,236,196,1281,10,0
773,575,288,2888,541,251
881,826,601,3229,2,237
277,244,83,731,24,456
414,365,106,1269,69,17000
119,69,24,222,6,385
963,654,388,2658,89,0
89,78,48,282,136,359
117,64,64,298,29,0
3000,796,480,5977,13,0
14000,902,767,17151,174,29000
443,421,395,2195,NA,0
183,89,77,465,154,0
1000,891,121,2323,11,0
628,575,318,2726,104,16000
2000,872,6,2886,2,358
826,723,624,3455,473,8000
851,582,556,3036,117,0
912,906,496,4337,NA,14000
3000,273,178,3617,10,1000
575,372,242,1970,541,357
255,220,188,970,174,0
157,139,75,646,160,930
606,481,367,2402,22,470
195,146,118,771,13000,0
648,191,159,1122,22,43000
625,118,78,987,0,280
385,356,111,995,0,453
3000,258,248,4238,386,0
827,88,50,1044,195,33000
1000,177,83,1592,0,3000
430,209,108,836,47,804
634,328,199,1347,0,0
560,555,542,2238,0,0
984,697,689,3075,48,93000
174,16,10,222,22,140
29,4,4,44,12,38000
827,729,681,3574,0,360
622,591,536,2486,82,15000
11000,8000,405,20009,9,414
4000,756,660,6380,23,1000
426,294,131,1043,28,0
368,168,31,668,0,127
922,893,467,2406,6,18
773,133,119,1393,NA,405
708,574,460,2307,0,211
2000,774,739,5526,41,5000
21,3,0,24,117,121
603,145,50,854,892,721
2000,660,597,3854,14,482
795,535,322,2497,19,570
1000,53,37,1183,0,606
1000,628,605,2861,0,0
11000,108,34,11218,10,0
18000,2000,969,22834,78,21000
141,69,43,320,0,224
1000,585,539,3608,0,0
24000,970,535,26495,141,129000
1000,69,40,1211,353,28000
798,472,78,1430,8,0
632,144,80,1011,19,0
11000,505,303,11860,22,799
74,69,26,216,346,60000
662,577,378,2076,84,18000
625,464,377,2747,38,0
595,251,129,1105,73,934
756,521,491,3717,246,0
631,443,405,2020,4,100
15,2,0,17,39,0
917,563,449,2997,2000,13000
756,423,332,2693,673,0
828,390,194,1936,6,0
280,11,6,308,13,0
1000,394,157,2016,101,15000
164000,2000,898,170118,38,0
1000,783,559,3468,644,0
387,202,177,1198,82,0
691,480,463,1962,43,0
488,275,248,1844,964,41000
2000,887,557,3559,0,21000
1000,436,360,1964,0,290
438,332,189,1081,21,14000
773,588,482,1965,52,0
909,504,184,1779,909,4000
878,10,4,900,611,0
426,359,217,1472,28,0
687,443,249,1665,133,0
942,810,535,3708,65,31000
1000,419,412,2239,301,58000
71,65,12,159,9,63
253,197,110,649,174,0
220,162,158,1186,57,0
2000,970,693,4277,188,902
88,82,49,373,8,38
956,316,155,1862,41,0
682,119,87,1035,767,0
610,232,175,1441,32,710
897,844,416,2811,13000,609
516,417,180,1328,0,0
935,805,307,2899,18,949
18,16,14,70,13000,933
989,744,220,2165,1000,635
13000,884,748,14696,85,0
685,178,77,1163,78,889
1000,927,706,4815,23,545
556,422,125,1444,174,808
877,862,760,3847,176,0
927,209,200,1936,9,143
11,0,0,11,NA,1000
862,376,281,2269,393,0
939,407,233,2321,18,837
140,63,48,328,0,62000
641,168,152,1389,4,491
674,174,135,1395,152,812
912,637,469,3049,78,187
953,625,453,2510,15,595
578,476,110,1400,NA,367
1000,329,31,1394,375,0
883,183,163,1616,70,1000
472,324,51,858,0,131
729,257,200,1292,300,0
1000,864,547,3692,132,0
240,177,124,1011,21,0
687,233,222,1806,16,217
578,341,267,1363,45,417
820,350,180,1618,0,0
11000,813,194,12250,11,430
3000,2000,844,9555,18,0
10000,721,353,11459,232,0
962,481,270,2260,387,11000
113,64,29,278,151,0
22000,11000,812,36859,377,0
489,26,24,539,269,26
40000,3000,387,43810,0,20000
717,78,38,852,0,43000
439,399,221,1567,13,0
694,324,104,1249,59,37000
574,327,165,1335,0,174
904,281,221,1663,9,0
702,366,331,2715,84,76
13000,260,168,13636,121,0
962,476,322,2452,89,0
723,539,476,3149,NA,518
4000,3000,416,8353,21,0
786,341,246,1551,NA,3000
912,750,249,2330,40,47
536,317,197,1467,78,0
3000,571,81,3784,81,0
40,37,23,158,NA,450
289,38,17,362,7,442
1000,902,847,4374,27,348
487,298,236,1495,26,0
599,325,56,1030,700,117
2000,683,605,4920,87,0
767,122,77,975,0,580
798,634,617,4756,8,0
231,27,19,313,0,48
40000,25000,11000,79957,13000,24000
1000,975,452,3882,66,54
433,396,357,1929,15,448
652,124,47,844,74,433
3000,1000,975,7191,136,0
319,302,73,845,19,2000
2000,606,454,3666,2000,6000
756,754,480,2715,128,3000
1000,810,382,2890,3,32
2000,715,471,4469,8,406
1000,747,375,3024,39,395
904,779,648,4092,9,398
201,39,37,277,96,37
2000,520,502,4671,0,56000
854,602,356,1989,0,229
2000,536,463,3648,7,480
119,14,11,167,179,0
931,416,248,2167,964,612
640,277,214,1517,81,968
267,225,183,1231,39,88
216,158,21,423,35,421
875,412,394,2305,4,0
264,139,108,673,503,7000
447,236,142,923,192,0
130,96,39,362,18,0
679,234,29,964,6,369
275,247,165,727,153,0
105,103,102,527,0,10000
935,448,181,1855,152,0
695,421,357,2509,149,14000
1000,595,481,2703,0,14000
569,529,192,1797,0,0
464,426,327,1761,124,349
402,222,42,787,9,381
481,81,48,681,19,0
258,85,32,434,2,50
122,33,13,197,0,77
756,370,359,1949,673,573
20,3,2,25,53,121
760,675,315,2555,149,116
1000,1000,628,4701,0,12000
158,84,74,467,17,0
88,64,46,205,84,17000
443,249,239,1269,133,963
833,549,327,2753,3,323
40000,9000,1000,52621,7,1000
52,52,28,179,147,0
123,76,36,239,76,0
11,4,4,19,0,30
331,272,209,1082,6,254
804,786,390,2510,134,0
65,2,0,67,65,10000
713,584,555,3421,89,0
871,118,67,1111,67,0
15000,9000,982,28713,15000,0
381,128,67,684,24,0
595,521,450,2373,11,819
617,189,124,1141,58,1000
1000,309,36,1385,15,0
18000,595,535,19923,835,0
625,379,294,1655,0,0
15,12,4,36,0,22000
50,16,6,79,0,39
745,631,442,2125,7,500
643,265,209,1396,13,774
56,41,40,150,34,430
902,291,215,1980,14,13000
900,648,471,2972,148,0
8000,1000,478,10040,53,10000
882,577,362,1967,19,16
334,4,0,338,119,24000
860,130,125,1252,9,588
655,157,107,1064,10,144
989,939,936,4730,43,0
640,261,249,1491,0,140
191,12,5,210,0,0
611,397,315,1739,8,0
127,10,10,163,24,560
426,399,35,862,8,0
2000,973,370,4590,571,19000
794,607,555,2579,20,190
968,625,577,3157,2,0
1000,677,442,2406,0,89
1000,748,702,5963,0,352
973,872,201,2306,9,250
586,497,233,1490,406,79000
490,159,109,881,0,0
1000,788,698,3282,222,11000
844,722,663,3132,15,0
675,659,226,1627,24,144
847,618,76,1668,29,566
982,599,326,2580,23,500
960,715,244,2329,24,438
1000,646,608,3586,535,279
2000,1000,826,4385,14,0
11000,516,385,12359,115,0
16,0,NA,16,11,3000
210,0,0,210,37,224
72,31,20,174,49,0
42,27,17,170,13,1000
861,425,275,2161,84,285
2000,848,835,6752,16,13000
676,399,306,1651,0,77
509,284,275,1490,10,68
1000,800,708,3799,0,452
114,79,18,244,11,172
3000,938,782,6085,5,107
371,52,42,558,10,870
749,208,188,1941,355,0
730,648,551,3293,184,0
117,21,14,155,16,0
128,22,17,214,7,305
120,9,7,145,57,15000
919,718,650,3873,15,162
749,354,338,1814,0,14
846,366,260,2044,0,275
412,308,106,1020,7,380
559,201,177,1456,92,0
40,30,14,99,6,321
480,360,213,1736,NA,763
11000,66,45,11192,11000,0
314,189,159,1062,421,45000
11000,300,258,12034,11000,0
3000,226,161,3833,89,15000
745,531,41,1396,750,0
483,147,75,768,32,0
618,367,177,1404,0,0
173,148,103,563,108,0
120,44,32,218,9,0
380,284,155,927,207,39000
690,589,341,2300,589,10000
654,491,366,2290,31,0
1000,760,380,2555,6,236
23,6,0,29,162,0
912,752,580,3163,149,0
14000,119,92,14412,30,0
50,8,3,65,0,13000
85,79,35,318,0,11000
1000,482,374,2186,308,0
936,297,167,1846,603,0
34000,248,179,34446,81,20000
21,5,3,29,162,0
480,392,300,1833,85,60
538,363,244,1349,244,0
13000,125,18,13145,117,63000
804,625,328,3013,31,0
251,147,116,675,0,0
24000,23000,2000,50313,453,0
1000,426,349,2739,5,0
8000,724,685,11327,0,134
265,194,186,901,85,0
459,396,344,1359,NA,558
71,51,37,226,263,0
56,0,0,56,56,0
178,69,40,359,0,32
393,21,17,446,117,0
10000,1000,80,11184,22,0
11000,289,143,11618,NA,43
168,142,65,408,90,0
991,962,887,3427,129,0
373,334,218,1136,13,592
388,159,120,1156,34,495
584,559,490,3011,11,166
189,131,126,768,10,974
1000,572,164,1917,0,739
49000,1000,902,51441,0,857
386,357,268,1511,53,17000
33,3,0,36,4,0
353,89,72,613,4,10
326,246,137,865,31,0
22000,12000,966,36885,0,407
5000,497,20,5535,222,224
25000,463,256,26176,776,0
780,747,543,4280,NA,3000
532,85,24,653,32,39
584,356,267,1307,84,61
589,488,395,2522,19,715
10000,773,89,10869,98,0
529,423,399,2749,8,195
787,196,163,1362,97,810
26000,11000,1000,39518,11,0
363,223,85,774,38,474
160,152,94,776,0,0
13000,698,418,14561,43,0
638,449,395,2341,308,604
513,480,161,1593,6,0
29,18,12,86,5,1000
766,312,268,1650,0,205
253,113,103,762,6,0
121,94,47,322,5,0
413,167,107,1149,0,0
674,27,8,712,0,0
11000,430,167,11700,11000,0
473,303,46,892,0,115
601,453,372,2395,5,44
685,511,424,1884,NA,1000
1000,29,18,1055,0,0
633,597,332,2620,0,153
15000,284,171,15740,10,912
2000,811,722,3683,68,0
34000,463,424,35796,8,0
416,403,356,1611,5,655
594,591,322,2020,17,825
16000,57,51,16110,2,200
924,472,293,2654,10,0
907,164,137,1807,44,805
909,562,119,1674,909,69
10000,1000,894,15707,531,651
680,418,233,1425,6,0
2000,860,618,4968,20000,0
11000,1000,412,13583,3,728
18000,1000,223,19649,28,0
548,495,482,2389,35,298
405,217,164,1204,58,620
16000,517,263,17471,89,24000
920,680,594,3275,0,17000
161,10,5,176,63,0
533,323,164,1082,0,104
17000,2000,534,20051,108,39000
733,168,71,1182,168,1000
40000,852,574,42918,0,10000
41,27,0,68,120,0
42,40,3,90,0,213
628,606,585,4249,47,1000
463,400,308,1958,13,0
1000,548,231,2032,456,10000
10000,416,114,10570,603,5000
654,575,277,1991,0,18000
201,163,67,546,12,544
2000,458,168,2658,188,31000
595,356,196,1432,88,511
767,380,280,2187,9,0
553,471,186,1439,0,952
141,77,61,349,0,82
16000,14000,808,32405,293,0
12000,580,482,14620,0,266
0,0,0,0,28,353
16000,844,426,18263,57,0
2000,399,114,2831,174,169
647,642,491,2439,15,368
467,258,165,1270,9,8
433,108,91,984,4,566
761,713,685,4306,21,569
486,37,34,623,670,0
701,461,446,2489,75,0
900,450,120,1724,15,326
86,42,11,139,0,73
953,399,345,2198,36,0
595,70,67,941,88,794
1000,874,783,3970,143,951
635,445,374,2423,68,17000
349,347,327,2095,3,374
680,46,34,763,84,869
638,85,73,822,25,16000
887,805,420,2721,87,305
319,302,275,1363,964,0
862,488,426,2247,160,0
281,230,89,955,673,721
651,611,575,3894,11,0
489,469,249,2196,11,43
713,607,394,3137,8,588
227,4,0,231,0,0
327,51,2,380,0,844
53,30,27,137,21,0
11000,481,324,12157,0,6000
421,96,45,622,0,9
963,710,21,1694,0,278
2000,163,127,2564,1000,63
427,253,114,992,4,2000
3000,2000,1000,10438,0,7000
597,541,336,1981,191,0
633,403,49,1168,15,0
607,319,248,1573,964,0
3000,202,82,3310,184,0
436,25,18,479,387,0
378,321,117,1173,0,682
260000,454,354,261818,134,0
472,239,82,896,13000,0
991,971,900,2990,460,619
1000,787,642,4762,787,0
852,618,588,3030,0,60000
752,324,166,1652,92,0
827,22,7,856,44,0
0,0,0,0,4,0
552,265,42,859,58,608
801,727,690,2667,38,0
902,424,164,1582,675,853
33000,243,76,33441,21,0
947,530,442,2747,234,415
393,191,56,792,6,307
210,148,83,469,122,0
813,522,423,2179,522,0
1000,826,616,3288,13,0
936,935,488,3668,134,0
309,8,8,352,0,0
954,767,597,3901,18,304
634,328,158,1238,0,0
890,597,424,3138,7,68
563,485,360,2628,102,212
826,189,121,1240,60,216
38,8,7,60,407,594
413,98,57,721,49,0
87000,781,711,89263,7,371
310,228,134,771,228,132
1000,725,721,5158,0,15000
61,46,28,165,3,10000
0,0,0,0,21,0
199,134,108,596,0,193
979,975,636,4036,11,283
129,98,71,588,34,0
341,265,146,967,65,236
3000,660,259,4320,5,232
835,522,492,2882,764,402
10000,3000,1000,16385,188,38000
501,418,56,1044,37,750
708,571,485,2870,9,135
82,47,31,229,0,0
341,5,3,358,33,57
984,423,387,2140,74,209
87,70,37,256,87,400
1000,301,256,2419,20,724
756,382,295,2072,10,969
412,4,3,421,412,389
847,147,69,1159,58,223
1000,370,356,2658,7,0
26000,1000,452,28294,0,21000
883,655,467,3164,0,32
416,0,NA,416,NA,533
280,278,141,821,346,5000
12000,680,636,14420,12000,872
51,24,5,83,5,100
2000,783,548,3475,7,117
413,197,98,843,5,932
13000,969,652,16537,17,0
210,121,109,611,NA,963
0,0,0,0,135,0
232,23,13,289,4,220
2000,1000,624,6227,4,3000
374,145,40,602,0,66
700,460,134,1499,19,0
35000,516,511,38121,0,969
1000,991,333,2888,13000,0
309,121,59,707,49,0
287,160,66,581,0,0
796,697,132,1866,4,0
2000,245,183,2459,8,0
578,418,397,1730,11,381
469,79,48,683,83,1000
595,176,137,1129,673,0
934,691,201,1961,NA,632
3000,372,161,4040,0,447
828,531,65,1431,0,2000
2000,878,651,5161,0,0
816,577,422,2893,422,0
18000,748,434,20218,4,221
31,24,3,58,0,407
18000,4000,71,22194,301,0
307,209,73,809,300,0
2000,710,612,4288,50,756
282,255,232,1041,13000,0
13000,11000,1000,26451,118,10000
1000,1000,849,4289,91,0
890,848,449,2681,29,0
16000,12000,455,28994,16000,19000
94,62,51,293,9,548
16000,34,24,16089,0,20000
61,9,4,76,9,0
1000,330,274,1805,14,0
268,44,3,318,0,27
NA,NA,NA,0,4,5000
49000,931,924,54484,0,87
34,29,24,114,0,754
3,2,0,5,0,75
690,316,95,1438,4,480
387,295,227,1190,0,636
843,490,94,1621,345,204
721,134,5,862,0,161
380,91,63,630,0,238
584,399,117,1218,38,0
586,434,148,1581,282,477
10000,500,475,11257,2,479
498,350,312,1810,0,242
16000,1000,804,19957,6,0
680,404,68,1311,222,0
511,457,206,1617,NA,954
448,426,147,1329,155,241
NA,NA,NA,0,0,51
14,4,3,21,126,131
412,48,25,521,12,0
434,95,48,645,22,0
1000,342,60,1445,338,51000
1000,745,252,2510,252,444
12,0,0,12,0,200
2000,607,269,3442,345,23000
12,5,5,29,0,0
964,22,20,1052,6,773
844,184,42,1080,136,0
13000,1000,794,16094,80,0
321,287,9,622,2,234
2000,826,606,4878,0,7000
883,269,69,1371,62,328
707,305,142,1565,6,13000
22000,745,595,23525,17000,35000
1000,823,725,4438,287,0
650,275,177,1421,92,5000
1000,466,300,2665,18,24000
266,209,100,673,385,0
634,420,295,1810,18,0
1000,989,683,3155,65,816
43,3,3,53,2,339
33000,2000,616,35941,310,25000
2000,508,226,3192,2,0
403,169,128,988,19,12000
503,46,44,731,199,0
356,110,102,831,0,365
861,68,NA,929,49,0
183,102,88,510,23,624
543,426,184,1218,17000,0
640,550,389,2082,0,12000
202,47,30,283,0,75
422,374,365,1899,20,11000
37,3,2,42,11,37000
544,264,245,1147,10,0
22000,472,458,23461,122,392
24000,3000,973,28817,655,10000
3000,439,180,3986,7,0
321,300,287,1263,46,0
612,457,313,1587,9,0
496,238,229,994,33,0
130,19,13,198,9,14000
21000,104,13,21124,56,387
778,695,584,2400,132,227
783,659,5,1447,2,0
1000,826,428,3085,112,671
1000,282,124,1587,152,0
2000,1000,543,5497,11,35000
245,38,6,295,12,603
957,81,25,1107,13,100
353,186,97,773,10,92
406,203,194,904,406,0
11000,552,463,12385,234,571
611,394,301,1692,4,166
638,400,275,1641,22,115
844,625,268,2289,0,24
11000,733,145,12234,71,0
20,13,7,42,13,0
1000,835,772,4720,21,11000
7000,71,11,7098,135,32000
855,577,551,2489,2,150
873,559,310,2369,0,16000
3,3,0,6,50,20000
141,125,23,313,141,0
102,7,5,118,10,587
12,3,0,15,0,32
978,922,679,3258,165,25
53,24,9,86,9,0
20,8,0,28,0,0
260000,984,891,263584,74,706
724,668,219,2024,5,31
969,962,725,3833,243,0
443,298,271,1452,11,0
499,230,117,1141,29,157
590,231,73,1042,5,27
96,71,14,196,8,43
2000,571,490,3905,82,210
386,261,256,1647,32,143
262,163,61,509,0,244
446,171,150,928,4,793
975,645,394,2694,0,0
491,490,422,2633,18,17
639,361,94,1188,0,128
563,288,176,1284,53,42
474,436,4,920,436,47
327,9,8,351,50,0
7,5,4,19,3,259
442,403,228,1635,57,501
782,490,396,2607,0,903
363,275,131,997,0,138
984,157,106,1752,15,297
694,196,47,964,82,32
767,282,149,1593,3,141
34000,17000,904,52113,923,599
1000,618,171,1996,0,3
199,37,23,292,23,0
458,383,317,1549,142,150
90,0,0,90,0,68
898,395,360,2116,0,370
592,207,110,1350,105,41
10000,854,402,11466,142,54
224,59,37,344,224,0
335,334,177,1226,0,968
92,17,0,109,6,91
57,40,36,231,0,48
677,366,253,1825,53,936
214,211,115,656,3,0
657,608,426,2677,0,212
754,605,113,1567,17,785
696,371,302,1618,0,2000
775,275,223,1713,NA,57
529,413,354,2468,12,884
1000,569,558,2504,29,42
56,28,17,104,0,489
10000,416,279,11094,603,0
945,756,501,2924,28,995
131,60,27,264,163,14000
1000,171,76,1343,171,52
109,8,0,117,171,12000
982,796,659,3299,91,698
144,127,127,509,32,0
282,270,88,687,0,17000
975,947,727,4184,6,0
16,12,8,63,11,0
465,140,102,897,0,337
12000,1000,874,15800,29,12000
23000,813,522,26017,6,0
0,0,0,0,0,24
904,782,734,5435,66,181
938,904,567,3770,15,0
904,517,172,1751,43,0
284,234,221,1185,14,409
418,146,141,926,46,933
489,207,175,1278,63,549
1000,806,487,3336,8,312
786,712,620,2501,0,48000
49,11,10,81,5,33
529,502,236,1502,377,0
159,143,86,423,9,81
302,270,68,663,6,219
426,20,3,455,21,926
940,188,167,1484,0,18
24,5,0,29,0,83
574,573,501,1983,37,130
262,262,181,991,3,396
1000,749,258,2359,0,4
247,217,152,954,247,0
35,16,13,116,75,23000
214,115,69,587,38,1000
134,93,37,315,0,14
11000,2000,425,14954,0,0
25,0,0,25,21,274
2000,424,357,3071,8,307
934,830,522,2714,365,31000
312,135,95,548,15,614
513,257,246,1269,214,0
969,128,74,1252,243,0
10000,787,389,12183,687,0
319,90,48,500,973,0
108,72,21,243,168,163
1000,233,201,1558,4,0
935,611,280,2170,129,2000
717,134,118,1117,3,128
998,575,433,2496,160,3000
7,6,2,15,23,0
262,23,14,321,30,903
22000,4000,567,26578,364,1000
80,67,36,209,52,420
601,524,195,1581,0,523
618,592,311,2476,0,303
6000,918,84,7122,0,0
730,716,324,2160,174,0
33000,519,71,33734,31,0
752,282,236,1763,0,102
465,170,48,714,21,161
696,320,137,1210,0,158
977,511,432,2483,13,0
628,474,442,1683,2,203
1000,338,21,1359,0,5
523,385,258,1553,4,1000
260000,21000,2000,283939,4,0
956,945,912,4767,7,0
610,172,23,824,10,1000
170,170,39,399,19,0
262,227,136,778,14,0
119,29,11,190,644,0
602,266,254,1281,16,12
23,20,20,85,0,11
919,711,218,2288,4,51
601,371,359,2241,12,358
0,0,0,0,0,34
0,0,0,0,3,32
595,412,271,1754,0,9
541,8,2,553,12,36
587,448,233,1707,5,128
785,725,704,2538,44,0
NA,NA,NA,0,6,88
2000,433,221,2996,11,7
0,0,0,0,0,18
848,153,150,1164,589,0
0,0,0,0,95,126
407,189,142,1090,24,816
48,10,7,67,9,0
833,523,201,2295,490,244
423,23,22,516,8,0
0,0,0,0,2,588
22000,833,587,24419,310,0
984,801,234,2563,3,0
196,184,2,382,3,694
54,44,43,194,6,491
69,24,15,161,0,43
30,0,0,30,6,0
399,169,59,660,0,287
328,27,17,407,7,0
69,34,17,155,0,44
980,505,482,3166,35,180
710,634,595,2655,9,1000
659,529,474,2322,204,51
22000,1000,658,24382,71,139
597,485,469,2555,21,86
778,327,213,1440,12000,238
10000,10000,243,20480,217,0
342,79,49,483,0,590
304,8,4,338,0,11000
14,9,8,44,6,0
11000,422,329,11839,32,344
239,172,143,734,681,155
353,248,196,1498,248,46000
17000,523,183,17883,12,26000
396,326,325,2310,6,60
33000,1000,699,35294,12,183
660,280,113,1118,380,19000
584,507,347,1924,0,29
472,185,170,1047,0,339
552,533,445,2251,38,898
4,4,0,8,0,23
30,27,25,119,3,808
991,946,637,3309,395,22
991,943,118,2099,487,0
2,0,0,2,2,0
387,244,205,1235,3,16
25000,766,680,26999,21,0
685,492,238,2102,32,0
970,812,569,3359,0,337
358,317,152,1038,406,353
322,178,120,630,0,701
159,15,15,206,0,126
918,402,212,2091,0,381
636,456,303,2438,163,707
84,41,33,254,0,70
466,431,317,1628,431,0
0,0,0,0,0,44
385,169,53,683,0,9
44000,15000,11000,73441,0,60000
488,11,10,553,6,0
353,12,10,380,10,123
773,89,80,976,521,0
472,251,237,1752,5,62
10000,651,446,12496,3,0
907,365,49,1411,365,0
873,469,304,2830,0,31
610,105,45,995,24,439
8,2,0,10,0,460
88,74,3,173,89,865
690,24,19,774,10,0
847,94,93,1151,15,61
970,759,482,3950,100,0
1000,235,92,1528,57,0
189,109,21,330,110,12000
22,20,5,54,147,0
795,561,332,2158,0,14000
231,200,138,771,25,426
361,14,6,387,14,39
1000,923,833,4908,NA,0
58,20,0,78,20,754
93,31,12,168,4,638
935,709,271,2350,0,194
48,22,22,123,385,2000
59,11,6,81,NA,526
642,171,149,1026,12,0
108,64,39,272,3,166
114,61,33,260,350,0
169,80,36,312,0,7
918,100,83,1163,0,12
440,132,92,809,0,0
436,22,9,481,204,691
643,606,513,2864,3,672
77,28,4,109,4,167
634,66,58,813,0,12000
470,378,118,1233,33,0
3,NA,NA,3,0,111
15,0,0,15,30,0
615,96,93,872,44,583
0,0,0,0,0,70
2000,821,576,5052,NA,17000
196,3,0,199,0,240
2000,742,598,4400,0,12000
359,259,253,1433,0,40000
812,277,258,1370,3,675
380,114,21,540,964,0
47,37,14,126,252,13000
786,633,321,2638,2,0
409,277,276,1986,149,121
10000,1000,912,13433,10,0
75,9,8,102,82,166
1000,806,543,3010,54,0
19,16,2,37,7,29
52,44,26,132,129,594
375,44,26,460,129,0
795,659,301,1884,5,92
710,257,0,967,0,2000
2,0,NA,2,0,50
NA,NA,NA,0,95,379
581,99,87,835,0,363
318,157,104,751,37,26
54,53,25,185,3,30
502,119,32,689,0,53
5000,117,107,5405,278,14000
644,503,221,1440,44,175
13000,926,668,14950,43,0
685,665,309,2048,0,261
156,102,87,544,0,4
500,317,248,1545,3,7
19,0,0,19,77,114
431,338,180,1228,5,249
778,456,313,2515,19,0
601,260,235,1734,25,0
13000,1000,781,15765,0,0
400,286,225,1330,132,169
466,216,99,842,2,16
94,26,13,139,681,661
360,273,10,656,4,423
625,487,129,1378,44,170
250,89,51,454,0,133
569,553,185,1461,0,17
686,648,319,1743,165,11000
991,575,62,1661,0,46
5,2,0,7,45,178
308,249,142,1008,7,98
34000,487,224,34983,52,12000
471,320,270,1399,0,85
793,605,181,1987,99,93
100,8,7,127,269,62
924,835,461,2862,261,0
887,340,250,2572,NA,10000
68,64,41,216,5,122
35,32,22,114,337,773
766,438,289,2123,17,14000
119,24,5,154,0,67
349,168,73,631,7,777
1000,53,3,1056,1000,141
135,115,76,457,63,11000
337,168,104,694,3,0
338,219,152,968,2,0
602,427,180,1991,32,76
0,0,0,0,0,53
236,206,89,537,7,519
288,96,3,387,431,71
699,683,670,3967,30,199
81,12,6,108,54,226
1000,185,29,1244,12,72
431,297,142,1087,0,231
27000,161,146,27507,0,22000
814,755,494,2970,7,244
2,0,0,2,15,801
254,147,131,964,0,72
12,12,0,24,0,17
57,40,21,205,7,465
618,53,51,800,130,0
728,76,28,928,750,10000
4000,135,31,4230,218,0
16000,360,93,16534,0,0
418,85,28,583,16,328
66,0,0,66,0,30
77000,21,16,77046,0,0
1000,1000,305,3021,151,569
24,20,9,69,670,2000
96,90,61,314,18,96
178,58,15,279,0,26
17000,681,273,18469,0,29000
169,25,10,206,25,198
471,89,45,705,89,47
259,165,156,711,2,0
962,873,98,2016,157,443
138,18,15,192,0,267
27,0,0,27,121,44
0,0,0,0,147,863
3000,985,782,7144,123,0
505,323,131,1181,29,46000
2,0,0,2,15,246
563,194,32,828,20,90
236,189,31,518,0,83
178,32,27,263,0,38
110,79,75,338,0,142
433,375,178,1112,0,66
36,35,27,100,373,0
507,75,67,654,131,0
539,53,46,708,0,406
0,0,0,0,0,88
0,0,0,0,0,34
574,399,259,1303,135,21000
982,535,101,1631,101,566
270,54,26,364,0,65
376,346,184,1144,56,132
200,96,18,332,109,26000
142,23,3,168,14,73
58,2,2,62,0,0
498,204,115,895,6,0
52,36,21,130,0,197
383,371,177,1094,365,0
39,36,27,139,36,0
0,0,0,0,0,215
502,366,232,1796,4,207
0,0,0,0,0,116
909,91,42,1048,909,667
196,180,163,942,0,72
120,119,100,511,129,0
NA,NA,NA,0,58,54
NA,NA,NA,0,0,14
830,128,9,973,100,3000
17,0,NA,17,0,0
847,686,405,2364,686,377
12,7,5,27,0,187
990,664,400,3525,664,0
206,81,69,516,7,0
589,150,51,916,589,0
220,40,7,276,3,0
195,158,121,837,0,0
2,2,0,4,0,0
467,322,287,1431,467,471
1000,577,545,2283,23,0
116,24,10,170,9,157
126,76,56,284,56,0
143,134,50,417,7,178
3000,982,307,4729,3,0
0,0,0,0,0,0
798,279,140,1401,3,246
142,86,75,354,2,10
416,18,10,459,0,17
440,98,13,564,6,65
45,0,0,45,0,82
956,878,616,3861,29,0
103,0,0,103,3,110
1000,512,194,2065,0,24000
238,166,117,623,12,97
1000,184,153,1362,0,30
118,15,3,138,7,34
0,0,0,0,293,0
968,407,128,2046,32,0
10000,969,442,11642,217,812
24,16,6,52,2,1000
267,87,46,488,0,182
969,778,272,2398,8,209
35,28,9,97,59,3000
138,111,73,388,0,265
111,19,8,147,8,1000
866,308,3,1179,9,114
969,529,433,2530,969,0
743,413,133,1527,9,284
1000,36,15,1077,0,2
NA,NA,NA,0,6,5
19,9,5,43,2,0
0,NA,NA,0,0,33
852,680,236,1922,18,10000
26,20,18,70,3,83
695,571,69,1438,3,234
948,482,281,2058,117,72
552,61,15,642,234,451
20000,467,113,20814,4,0
883,507,279,2618,0,87
307,114,76,619,138,239
725,572,476,2783,17000,0
252,132,130,638,14,225
962,72,20,1054,2,377
32,17,17,72,6,13
26,6,3,38,26,91
5,0,0,5,2,48
177,95,59,365,214,535
898,657,216,2103,0,0
0,0,NA,0,0,85
26,6,3,40,26,108
136,108,7,254,119,489
1000,206,120,1458,453,10000
93,46,42,243,3,61
986,918,492,3197,892,0
5,0,0,5,0,2000
313,25,9,366,0,33
370,184,138,841,138,200
51,49,4,108,589,725
630,512,265,2679,158,0
720,19,8,770,8,33
830,224,10,1064,157,297
147,19,4,170,0,45
331,212,211,1546,38,324
407,91,86,674,91,835
462,143,105,760,0,0
576,133,45,776,107,171
5,0,0,5,397,697
10,5,0,15,18,105
89,13,6,115,62,817
21,20,12,62,5,22
785,98,84,1111,120,424
789,194,152,1186,3,20
291,45,8,368,291,19000
0,0,0,0,0,74
121,20,6,147,0,0
45,44,2,93,2,4
296,205,133,690,0,413
637,470,318,2283,2,84
841,593,319,1753,NA,32000
0,0,0,0,0,16
